line_id,timestamp,process_id,level,component,block_id,message,parse_status,Label
355,2008-11-09T20:35:31,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.224,parsed,Normal
356,2008-11-09T20:35:31,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.194.213,parsed,Normal
357,2008-11-09T20:35:31,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.194.129,parsed,Normal
358,2008-11-09T20:35:31,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.175,parsed,Normal
359,2008-11-09T20:35:31,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.14.196,parsed,Normal
360,2008-11-09T20:35:31,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.79,parsed,Normal
361,2008-11-09T20:35:31,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.107.242,parsed,Normal
362,2008-11-09T20:35:31,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.107.50,parsed,Normal
363,2008-11-09T20:35:31,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.7.244,parsed,Normal
364,2008-11-09T20:35:31,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.73.188,parsed,Normal
365,2008-11-09T20:35:31,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.197.226,parsed,Normal
366,2008-11-09T20:35:31,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.214.32,parsed,Normal
367,2008-11-09T20:35:31,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.110.68,parsed,Normal
368,2008-11-09T20:35:31,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.203.4,parsed,Normal
369,2008-11-09T20:35:31,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.123.99,parsed,Normal
370,2008-11-09T20:35:31,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.107.227,parsed,Normal
372,2008-11-09T20:35:31,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.111.80,parsed,Normal
373,2008-11-09T20:35:31,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.71.146,parsed,Normal
393,2008-11-09T20:35:31,19,INFO,dfs.DataNode,blk_TEST0003_true_normal,10.251.31.5:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.90.64:50010,parsed,Normal
429,2008-11-09T20:35:32,146,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,Received block blk_-1608999687919862906 src: /10.251.31.5:42506 dest: /10.251.31.5:50010 of size 91178,parsed,Normal
430,2008-11-09T20:35:32,146,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,Receiving block blk_-1608999687919862906 src: /10.251.31.5:42506 dest: /10.251.31.5:50010,parsed,Normal
521,2008-11-09T20:35:32,153,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.106.10,parsed,Normal
522,2008-11-09T20:35:32,154,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.250.10.100,parsed,Normal
523,2008-11-09T20:35:32,155,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.70.211,parsed,Normal
524,2008-11-09T20:35:32,159,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.122.65,parsed,Normal
525,2008-11-09T20:35:32,160,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.38.214,parsed,Normal
526,2008-11-09T20:35:32,161,INFO,dfs.DataNode$DataTransfer,blk_TEST0003_true_normal,10.251.31.5:50010:Transmitted block blk_-1608999687919862906 to /10.251.90.64:50010,parsed,Normal
527,2008-11-09T20:35:32,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.75.79,parsed,Normal
528,2008-11-09T20:35:32,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.123.132,parsed,Normal
530,2008-11-09T20:35:32,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.90.134,parsed,Normal
532,2008-11-09T20:35:32,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.111.228,parsed,Normal
554,2008-11-09T20:35:32,26,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_-1608999687919862906 size 91178,parsed,Normal
681,2008-11-09T20:35:33,156,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.122.79,parsed,Normal
682,2008-11-09T20:35:33,157,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.202.209,parsed,Normal
683,2008-11-09T20:35:33,158,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.35.1,parsed,Normal
684,2008-11-09T20:35:33,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.39.242,parsed,Normal
685,2008-11-09T20:35:33,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.90.81,parsed,Normal
687,2008-11-09T20:35:33,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.123.33,parsed,Normal
688,2008-11-09T20:35:33,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.39.144,parsed,Normal
689,2008-11-09T20:35:33,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.26.131,parsed,Normal
690,2008-11-09T20:35:33,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.250.9.207,parsed,Normal
692,2008-11-09T20:35:33,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.107.196,parsed,Normal
693,2008-11-09T20:35:33,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.11.85,parsed,Normal
694,2008-11-09T20:35:33,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.105.189,parsed,Normal
695,2008-11-09T20:35:33,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.123.1,parsed,Normal
696,2008-11-09T20:35:33,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.195.52,parsed,Normal
698,2008-11-09T20:35:33,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.39.192,parsed,Normal
699,2008-11-09T20:35:33,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.10.223,parsed,Normal
890,2008-11-09T20:35:34,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.91.229,parsed,Normal
892,2008-11-09T20:35:34,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.71.68,parsed,Normal
893,2008-11-09T20:35:34,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.70.5,parsed,Normal
895,2008-11-09T20:35:34,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.109.236,parsed,Normal
896,2008-11-09T20:35:34,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.70.112,parsed,Normal
897,2008-11-09T20:35:34,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.37.240,parsed,Normal
898,2008-11-09T20:35:34,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.109.209,parsed,Normal
900,2008-11-09T20:35:34,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.7.146,parsed,Normal
901,2008-11-09T20:35:34,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.90.239,parsed,Normal
905,2008-11-09T20:35:34,178,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.110.8,parsed,Normal
971,2008-11-09T20:35:35,147,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.71.97,parsed,Normal
979,2008-11-09T20:35:35,148,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.91.159,parsed,Normal
1001,2008-11-09T20:35:35,150,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.27.63,parsed,Normal
1037,2008-11-09T20:35:35,152,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.250.10.144,parsed,Normal
1056,2008-11-09T20:35:35,153,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.110.196,parsed,Normal
1070,2008-11-09T20:35:35,154,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.250.14.143,parsed,Normal
1079,2008-11-09T20:35:35,155,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.91.15,parsed,Normal
1083,2008-11-09T20:35:35,156,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.90.64,parsed,Normal
1092,2008-11-09T20:35:35,158,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.91.84,parsed,Normal
1098,2008-11-09T20:35:35,161,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.70.37,parsed,Normal
1100,2008-11-09T20:35:35,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.250.7.32,parsed,Normal
1101,2008-11-09T20:35:35,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.123.195,parsed,Normal
1103,2008-11-09T20:35:35,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.199.245,parsed,Normal
1104,2008-11-09T20:35:35,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.39.209,parsed,Normal
1105,2008-11-09T20:35:35,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.250.13.188,parsed,Normal
1106,2008-11-09T20:35:35,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.71.193,parsed,Normal
1107,2008-11-09T20:35:35,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.71.240,parsed,Normal
1110,2008-11-09T20:35:35,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.199.19,parsed,Normal
1111,2008-11-09T20:35:35,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.11.53,parsed,Normal
1112,2008-11-09T20:35:35,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.11.194,parsed,Normal
1113,2008-11-09T20:35:35,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.39.64,parsed,Normal
1115,2008-11-09T20:35:35,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.250.10.213,parsed,Normal
1116,2008-11-09T20:35:35,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.126.22,parsed,Normal
1254,2008-11-09T20:35:36,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.250.5.161,parsed,Normal
1255,2008-11-09T20:35:36,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.26.177,parsed,Normal
1256,2008-11-09T20:35:36,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.250.10.176,parsed,Normal
1257,2008-11-09T20:35:36,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.121.224,parsed,Normal
1258,2008-11-09T20:35:36,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.106.50,parsed,Normal
1259,2008-11-09T20:35:36,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.38.53,parsed,Normal
1260,2008-11-09T20:35:36,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.38.197,parsed,Normal
1261,2008-11-09T20:35:36,176,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.39.160,parsed,Normal
1262,2008-11-09T20:35:36,176,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.26.8,parsed,Normal
1263,2008-11-09T20:35:36,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.250.15.240,parsed,Normal
1264,2008-11-09T20:35:36,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.199.150,parsed,Normal
1265,2008-11-09T20:35:36,182,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.106.214,parsed,Normal
1266,2008-11-09T20:35:36,183,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.15.198,parsed,Normal
1267,2008-11-09T20:35:36,184,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.6.191,parsed,Normal
1388,2008-11-09T20:35:37,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.250.7.96,parsed,Normal
1390,2008-11-09T20:35:37,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.194.102,parsed,Normal
1391,2008-11-09T20:35:37,185,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.91.32,parsed,Normal
1473,2008-11-09T20:35:38,161,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.197.161,parsed,Normal
1477,2008-11-09T20:35:38,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.251.199.159,parsed,Normal
1581,2008-11-09T20:35:39,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.250.15.67,parsed,Normal
1584,2008-11-09T20:35:39,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.90.64:50010 Served block blk_-1608999687919862906 to /10.250.13.240,parsed,Normal
1586,2008-11-09T20:35:39,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.198.196,parsed,Normal
1590,2008-11-09T20:35:39,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.29.239,parsed,Normal
1723,2008-11-09T20:35:40,178,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.25.237,parsed,Normal
1724,2008-11-09T20:35:40,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.6.223,parsed,Normal
1725,2008-11-09T20:35:40,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.6.4,parsed,Normal
1726,2008-11-09T20:35:40,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.127.47,parsed,Normal
1731,2008-11-09T20:35:40,187,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.250.5.237,parsed,Normal
1732,2008-11-09T20:35:40,189,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.199.86,parsed,Normal
1828,2008-11-09T20:35:41,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.203.179,parsed,Normal
1829,2008-11-09T20:35:41,187,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.15.101,parsed,Normal
1830,2008-11-09T20:35:41,190,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.203.80,parsed,Normal
1879,2008-11-09T20:35:42,182,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.250.7.230,parsed,Normal
1982,2008-11-09T20:35:45,189,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.14.38,parsed,Normal
1983,2008-11-09T20:35:45,191,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.198.33,parsed,Normal
2006,2008-11-09T20:35:46,184,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.6.214,parsed,Normal
5339,2008-11-09T20:36:26,211,INFO,dfs.DataNode$DataXceiver,blk_TEST0003_true_normal,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.202.134,parsed,Normal
472837,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.250.10.6:50010,parsed,Normal
472838,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.250.14.224:50010,parsed,Normal
472839,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.107.19:50010,parsed,Normal
472840,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.111.209:50010,parsed,Normal
472841,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.215.16:50010,parsed,Normal
472842,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.31.5:50010,parsed,Normal
472843,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.71.193:50010,parsed,Normal
472844,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.71.240:50010,parsed,Normal
472845,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.74.79:50010,parsed,Normal
472846,2008-11-09T21:38:09,32,INFO,dfs.FSNamesystem,blk_TEST0003_true_normal,BLOCK* NameSystem.delete: blk_-1608999687919862906 is added to invalidSet of 10.251.90.64:50010,parsed,Normal
472862,2008-11-09T21:38:10,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
473182,2008-11-09T21:38:11,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
473491,2008-11-09T21:38:12,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
473793,2008-11-09T21:38:13,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
473794,2008-11-09T21:38:13,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
479647,2008-11-09T21:38:38,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
480092,2008-11-09T21:38:39,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
480093,2008-11-09T21:38:39,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
480094,2008-11-09T21:38:39,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
480448,2008-11-09T21:38:40,19,INFO,dfs.FSDataset,blk_TEST0003_true_normal,Deleting block blk_-1608999687919862906 file /mnt/hadoop/dfs/data/current/blk_-1608999687919862906,parsed,Normal
90003,2026-08-14T12:00:02,999,INFO,dfs.DataNode,not_a_valid_block_id,Receiving block not_a_valid_block_id src: /10.0.0.1:1000 dest: /10.0.0.1:1001,parsed,Normal
20,2008-11-09T20:35:21,145,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,Receiving block blk_-3544583377289625738 src: /10.250.19.102:39325 dest: /10.250.19.102:50010,parsed,Anomaly
33,2008-11-09T20:35:21,29,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.allocateBlock: /mnt/hadoop/mapred/system/job_200811092030_0001/job.xml. blk_-3544583377289625738,parsed,Anomaly
38,2008-11-09T20:35:22,144,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,Receiving block blk_-3544583377289625738 src: /10.251.197.226:60229 dest: /10.251.197.226:50010,parsed,Anomaly
39,2008-11-09T20:35:22,145,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,Receiving block blk_-3544583377289625738 src: /10.250.11.100:54800 dest: /10.250.11.100:50010,parsed,Anomaly
